seed,cost_wan,carbon_t,latency_ms,nu_pct,policy
0,184250.51490115043,2018896.5167083414,25.696706770043694,32.83037462395938,"[13.77172596189859, 0.0314574198958052, 11.126068682429155, 12.828140483290639, 0.007243250695199351]"
0,183771.15191369347,2015254.7489036322,27.553887440460482,32.853024917221795,"[5.219223599318715, 0.0008303740813023944, 11.729436184788018, 15.528556937532933, 0.00016321249368432848]"
0,184245.4964369651,2018721.3885169039,25.711452417521066,32.83131704329868,"[13.77172596189859, 0.0314574198958052, 11.126068682429153, 12.828140483290639, 0.005097242381135949]"
0,184027.1121032096,2017199.0670117163,26.556982181268346,32.83995937088149,"[10.975011945504058, 0.0, 9.507799413270128, 16.656359954870574, 0.005188531987440843]"
0,183746.7158009173,2015072.6102162222,27.662506342507104,32.85393262688581,"[4.398238139829154, 9.624709500217226e-05, 11.218747378612502, 11.346051575811558, 0.0018275109588466848]"
0,184054.7805731425,2017069.1126165804,26.28738355505838,32.84349576673915,"[11.900413723864377, 0.0, 11.768483237453207, 7.014796912153019, 0.0]"
0,184294.0811782405,2018771.148360448,25.396928105545637,32.83287189542683,"[15.0, 0.012880223739418314, 8.581197986890606, 14.679222950221506, 0.0]"
0,183934.98891582974,2016260.6068033362,26.813364004091536,32.848049037549345,"[9.037854878211423, 0.13520256782753506, 13.263980797073447, 10.600125246872299, 0.0]"
0,184054.7805731425,2017069.1126165804,26.28738355505838,32.84349576673915,"[11.900413723864377, 0.0, 11.714169197734973, 6.867932880818535, 0.0]"
0,183943.6287901103,2016398.5182131878,26.776043547545154,32.847100863813196,"[9.030594413594649, 0.1381259068835112, 12.112931029073339, 9.392151268764582, 0.0005085435678309622]"
0,183757.47318781682,2015074.8436807669,27.585332406692352,32.85486013203987,"[5.628463314046878, 0.0, 11.031144128747599, 15.197376109098307, 0.0]"
0,184352.58619659263,2019640.4791594665,25.341521834365665,32.8245219787332,"[15.0, 0.00686930962289119, 9.026918173807115, 14.57658831722223, 0.008630593149615288]"
0,183897.06079514173,2016112.8780267606,27.040576247814343,32.84820230206137,"[8.243132363146271, 0.0, 12.037885965672356, 12.008135794562495, 0.0013154974916150498]"
0,183943.6287901103,2016398.5182131878,26.776043547545154,32.847100863813196,"[9.079804162298391, 0.1381259068835112, 12.578764537387231, 9.546733202569037, 0.0005085435678309622]"
0,183845.512485395,2015702.459035795,27.208818751539656,32.85063756569642,"[7.273596071662076, 0.0, 11.332196531465362, 15.4403223946465, 0.00019916630749893606]"
0,183845.512485395,2015702.459035795,27.208818751539656,32.85063756569642,"[7.0477214878414625, 0.0, 11.332196531465362, 15.880680166040987, 0.00020187653830813627]"
0,183881.68618144115,2015909.0424380295,27.0472671282829,32.85056696878842,"[8.302843929072873, 0.03197811846682019, 11.43049205476997, 14.383548036669604, 8.107042809437414e-08]"
0,184338.38220847727,2019443.0719918231,25.37248822685319,32.82718755071057,"[15.0, 0.0003065075365731385, 6.243720926411208, 15.15065443761529, 0.006127656924987862]"
