seed,cost_wan,carbon_t,latency_ms,one_minus_qos,one_minus_nu,peak_net_MW,policy
2,163866.5289700037,1903952.986779652,27.816185172231265,0.16990494999999994,0.64502959334771,478.52640035208117,"[0.005205487917401729, 0.0, 0.8032336732655488, 2.7071387807322975, 0.0, 0.5]"
2,163867.55196776974,1903947.0516238783,27.813470391802706,0.16990094999999994,0.6450330001773663,478.52640035208117,"[0.08695944559556656, 0.004758379917793751, 9.065464765547887, 12.735634847705333, 0.0, 0.5]"
2,163869.86683342734,1903979.8506252877,27.801334577720006,0.16991901666666664,0.6450410102045201,478.52640035208117,"[0.016120798351597496, 0.12537331500548043, 0.0, 1.894100661717623, 0.0010000412604667106, 0.5]"
2,163867.50750246513,1903984.4705056811,27.80173232083728,0.16993048333333327,0.6450364187633075,478.52640035208117,"[0.9598881936454491, 0.0, 1.3775248002925458, 1.0606553835481258, 0.0014614677415274952, 0.5]"
2,163865.20903421042,1904020.331708554,27.762249626759186,0.16987154999999998,0.6450228696483923,478.52640035208117,"[1.9123167258947082, 0.0, 10.3060252819895, 18.92041362222284, 0.002110786706632961, 0.5]"
2,163869.64003759553,1903978.1201274581,27.808719038081414,0.16991595000000004,0.6450417396096098,478.52640035208117,"[3.162418183529442, 0.13376163113432574, 1.1688399027939047, 0.8273062690502169, 0.0010832492261047156, 0.5]"
2,163883.2974010093,1904604.6302078825,27.697158107020275,0.16985381666666666,0.6450321093365776,478.52640035208117,"[2.549594872479744, 0.11872391729949902, 1.1338443368456796, 0.0, 0.008523562756169086, 0.5]"
2,163869.7837964828,1903936.2466107411,27.817120168476652,0.16990488333333342,0.6450434130089759,478.52640035208117,"[0.0, 0.12270887781431278, 0.03857095535831809, 0.0, 0.0010000412604667106, 0.5]"
2,163893.7855559299,1904499.4063544425,27.757842339307526,0.16987148333333324,0.6450635000816397,478.52640035208117,"[0.8075689843385357, 0.08996504859281777, 9.490843391294655, 12.447305159557247, 0.006002621375252886, 0.5]"
2,163871.17480397524,1903961.3730510792,27.795350103819555,0.1698790166666666,0.645036292677706,478.52640035208117,"[0.0, 0.0, 0.014257924447128529, 0.0, 0.0, 0.5]"
2,163864.20871940974,1904018.0291826616,27.76490953862777,0.1698766833333334,0.6450199943071375,478.52640035208117,"[1.1905507243667122, 0.0017172302969747015, 0.04693484117448736, 1.7181399137218878, 0.002461234298544914, 0.5]"
2,163866.5289700037,1903952.986779652,27.816185172231265,0.16990494999999994,0.64502959334771,478.52640035208117,"[0.005205487917401729, 0.0, 0.8174915977126774, 2.4842577859646733, 0.0, 0.5]"
