series,model,layer,cv_mape,cv_gate,frozen_mape,frozen_imp,deploy_pass
energy|RegionF|renewable,lgbm_point,energy,0.1807436178832824,拒绝:MAPE降幅=-18074361788.3%(<5%),0.11091112931248333,-186761313225951.16,False
energy|RegionF|renewable,xgboost_point,energy,0.0468888784698581,拒绝:MAPE降幅=-4688887847.0%(<5%),0.02120908050784997,-35713600181646.234,False
energy|RegionF|renewable,qrf_quantile,energy,0.6138988900881617,拒绝:MAPE降幅=-61389889008.8%(<5%),0.29159655783948746,-491014350064330.1,False
energy|RegionF|renewable,lgbm_quantile,energy,0.1185459272759196,拒绝:MAPE降幅=-11854592727.6%(<5%),0.11359449509406887,-191279785991858.62,False
energy|RegionF|renewable,gbm_quantile,energy,0.2061963792862232,拒绝:MAPE降幅=-20619637928.6%(<5%),0.22632444146035144,-381103773483152.3,False
energy|RegionF|renewable,deep_lstm,energy,0.2585466845572678,拒绝:MAPE降幅=-25854668455.7%(<5%),0.05972895352626263,-100576541482578.11,False
energy|RegionF|renewable,deep_tcn,energy,0.2612110962880746,拒绝:MAPE降幅=-26121109628.8%(<5%),0.0798040719472172,-134380682714435.44,False
energy|RegionF|renewable,tabpfn,energy,0.1564366648745059,拒绝:MAPE降幅=-15643666487.5%(<5%),0.14371050118415402,-241991602573028.6,False
energy|RegionA|price,lgbm_point,energy,0.797115546146236,通过:MAPE降幅=71.6%,0.34146112838036463,0.8784,True
energy|RegionA|price,xgboost_point,energy,0.7647251820082066,通过:MAPE降幅=72.8%,0.3814717107086416,0.8641,True
energy|RegionA|price,qrf_quantile,energy,1.1187774449967234,通过:MAPE降幅=60.1%,0.4335762844247473,0.8455,True
energy|RegionA|price,lgbm_quantile,energy,1.3976890995321374,通过:MAPE降幅=50.2%,0.7737117196182304,0.7244,True
energy|RegionA|price,gbm_quantile,energy,2.2191794873801203,通过:MAPE降幅=20.9%,0.9766296779874036,0.6521,True
energy|RegionA|price,deep_lstm,energy,4.888852749662239,拒绝:MAPE降幅=-74.2%(<5%),1.6606847616121518,0.4084,True
energy|RegionA|price,deep_tcn,energy,8.354987269043685,拒绝:MAPE降幅=-197.6%(<5%),7.99300501321481,-1.8475,False
energy|RegionA|price,tabpfn,energy,0.5265933212897999,通过:MAPE降幅=81.2%,0.545628138243941,0.8056,True
energy|RegionB|price,lgbm_point,energy,0.7881234515755511,通过:MAPE降幅=71.9%,0.3349718329733981,0.8807,True
energy|RegionB|price,xgboost_point,energy,0.7569063891366137,通过:MAPE降幅=73.0%,0.3494735445607345,0.8755,True
energy|RegionB|price,qrf_quantile,energy,1.1315702802108647,通过:MAPE降幅=59.7%,0.35634816978618383,0.873,True
energy|RegionB|price,lgbm_quantile,energy,1.5808487791588617,通过:MAPE降幅=43.7%,0.9493386696177759,0.6618,True
energy|RegionB|price,gbm_quantile,energy,1.848625408936904,通过:MAPE降幅=34.1%,0.4050618307106746,0.8557,True
energy|RegionB|price,deep_lstm,energy,4.622624760178886,拒绝:MAPE降幅=-64.7%(<5%),1.7648718205734752,0.3713,True
energy|RegionB|price,deep_tcn,energy,8.09068751843431,拒绝:MAPE降幅=-188.2%(<5%),7.90323434060006,-1.8156,False
energy|RegionB|price,tabpfn,energy,0.5285232207082421,通过:MAPE降幅=81.2%,0.5444023202521433,0.8061,True
energy|RegionC|price,lgbm_point,energy,0.8019243307611262,通过:MAPE降幅=71.4%,0.3468558128848992,0.8764,True
energy|RegionC|price,xgboost_point,energy,0.7645053404831315,通过:MAPE降幅=72.8%,0.3718781865167904,0.8675,True
energy|RegionC|price,qrf_quantile,energy,1.0601958541189755,通过:MAPE降幅=62.2%,0.42823069667238367,0.8474,True
energy|RegionC|price,lgbm_quantile,energy,1.44865881069815,通过:MAPE降幅=48.4%,0.6012463618523911,0.7858,True
energy|RegionC|price,gbm_quantile,energy,2.072336220412883,通过:MAPE降幅=26.2%,0.6327103953073138,0.7746,True
energy|RegionC|price,deep_lstm,energy,4.719481134636227,拒绝:MAPE降幅=-68.1%(<5%),1.1024432377113125,0.6073,True
energy|RegionC|price,deep_tcn,energy,8.224746462461901,拒绝:MAPE降幅=-193.0%(<5%),7.899159441575526,-1.8141,False
energy|RegionC|price,tabpfn,energy,0.5267992608978456,通过:MAPE降幅=81.2%,0.5477695390148448,0.8049,True
energy|RegionD|price,lgbm_point,energy,0.7835968990826805,通过:MAPE降幅=72.1%,0.3225833951942234,0.8851,True
energy|RegionD|price,xgboost_point,energy,0.7538399351967949,通过:MAPE降幅=73.1%,0.37179662550206755,0.8675,True
energy|RegionD|price,qrf_quantile,energy,1.0982793796057977,通过:MAPE降幅=60.9%,0.36831654716521117,0.8688,True
energy|RegionD|price,lgbm_quantile,energy,1.8066843661084,通过:MAPE降幅=35.6%,0.783233045145717,0.721,True
energy|RegionD|price,gbm_quantile,energy,2.041876173152002,通过:MAPE降幅=27.3%,0.6868358358375798,0.7553,True
energy|RegionD|price,deep_lstm,energy,4.85815856313755,拒绝:MAPE降幅=-73.1%(<5%),1.7554917673585029,0.3746,True
energy|RegionD|price,deep_tcn,energy,8.41392360369817,拒绝:MAPE降幅=-199.8%(<5%),7.897645584817943,-1.8136,False
energy|RegionD|price,tabpfn,energy,0.5271299234384197,通过:MAPE降幅=81.2%,0.5483120246998694,0.8047,True
energy|RegionE|price,lgbm_point,energy,0.7973327473490294,通过:MAPE降幅=71.6%,0.3331638523804515,0.8813,True
energy|RegionE|price,xgboost_point,energy,0.7534471628630122,通过:MAPE降幅=73.2%,0.35513019402058194,0.8735,True
energy|RegionE|price,qrf_quantile,energy,1.0927369995954104,通过:MAPE降幅=61.1%,0.3740131164151591,0.8668,True
energy|RegionE|price,lgbm_quantile,energy,1.4579789905708709,通过:MAPE降幅=48.1%,0.6266720691750899,0.7767,True
energy|RegionE|price,gbm_quantile,energy,2.1327541426922605,通过:MAPE降幅=24.0%,0.40088707078492464,0.8572,True
energy|RegionE|price,deep_lstm,energy,4.676762835785435,拒绝:MAPE降幅=-66.6%(<5%),0.7968363401553475,0.7161,True
energy|RegionE|price,deep_tcn,energy,8.099425723465178,拒绝:MAPE降幅=-188.5%(<5%),7.896534368878816,-1.8131,False
energy|RegionE|price,tabpfn,energy,0.5258960939910192,通过:MAPE降幅=81.3%,0.549047419986749,0.8044,True
energy|RegionF|price,lgbm_point,energy,0.7808841048485078,通过:MAPE降幅=72.2%,0.32675645826378835,0.8836,True
energy|RegionF|price,xgboost_point,energy,0.7605934022726412,通过:MAPE降幅=72.9%,0.34762771892058203,0.8762,True
energy|RegionF|price,qrf_quantile,energy,1.1683615258779687,通过:MAPE降幅=58.4%,0.38586695062174486,0.8625,True
energy|RegionF|price,lgbm_quantile,energy,1.5724009969045467,通过:MAPE降幅=44.0%,0.7567758249016155,0.7304,True
energy|RegionF|price,gbm_quantile,energy,2.1399373082554307,通过:MAPE降幅=23.8%,0.5420044246022154,0.8069,True
energy|RegionF|price,deep_lstm,energy,4.7630367007444,拒绝:MAPE降幅=-69.7%(<5%),0.921658401584564,0.6717,True
energy|RegionF|price,deep_tcn,energy,8.295105941485128,拒绝:MAPE降幅=-195.5%(<5%),8.071468430038296,-1.8755,False
energy|RegionF|price,tabpfn,energy,0.5262654224084649,通过:MAPE降幅=81.3%,0.5487824672883832,0.8045,True
energy|RegionA|carbon,lgbm_point,energy,0.0934363169320154,通过:MAPE降幅=95.1%,0.04978663250985861,0.9741,True
energy|RegionA|carbon,xgboost_point,energy,0.0755106784267303,通过:MAPE降幅=96.1%,0.041027778524708215,0.9787,True
energy|RegionA|carbon,qrf_quantile,energy,0.3266428563591579,通过:MAPE降幅=83.0%,0.0824403965906577,0.9572,True
energy|RegionA|carbon,lgbm_quantile,energy,0.1088936542834051,通过:MAPE降幅=94.3%,0.021099805748903445,0.989,True
energy|RegionA|carbon,gbm_quantile,energy,0.1773727616700359,通过:MAPE降幅=90.8%,0.07700571402760586,0.96,True
energy|RegionA|carbon,deep_lstm,energy,0.3169570146743369,通过:MAPE降幅=83.5%,0.06473761792195694,0.9664,True
energy|RegionA|carbon,deep_tcn,energy,0.2285646641478572,通过:MAPE降幅=88.1%,0.18646132468420537,0.9031,True
energy|RegionA|carbon,tabpfn,energy,0.0410647870331027,通过:MAPE降幅=97.9%,0.04744364603474211,0.9753,True
energy|RegionB|carbon,lgbm_point,energy,0.0952148492693499,通过:MAPE降幅=95.0%,0.053032963070050176,0.9724,True
energy|RegionB|carbon,xgboost_point,energy,0.0778803114218876,通过:MAPE降幅=96.0%,0.04580875988380943,0.9762,True
energy|RegionB|carbon,qrf_quantile,energy,0.3240347080064905,通过:MAPE降幅=83.2%,0.08448268843455742,0.9561,True
energy|RegionB|carbon,lgbm_quantile,energy,0.1170057041037059,通过:MAPE降幅=93.9%,0.046740281055420725,0.9757,True
energy|RegionB|carbon,gbm_quantile,energy,0.1892274146468567,通过:MAPE降幅=90.2%,0.0654916813357719,0.9659,True
energy|RegionB|carbon,deep_lstm,energy,0.3063893727613133,通过:MAPE降幅=84.1%,0.0669707265387942,0.9652,True
energy|RegionB|carbon,deep_tcn,energy,0.2079313289310075,通过:MAPE降幅=89.2%,0.22712765825517145,0.8819,True
energy|RegionB|carbon,tabpfn,energy,0.0411776861872561,通过:MAPE降幅=97.9%,0.04780855266613551,0.9751,True
energy|RegionC|carbon,lgbm_point,energy,0.0949822538154522,通过:MAPE降幅=95.1%,0.04759433826090795,0.9753,True
energy|RegionC|carbon,xgboost_point,energy,0.0769021171788884,通过:MAPE降幅=96.0%,0.04596203431811282,0.9761,True
energy|RegionC|carbon,qrf_quantile,energy,0.3361648540912657,通过:MAPE降幅=82.5%,0.08379222571609612,0.9565,True
energy|RegionC|carbon,lgbm_quantile,energy,0.1137109566199417,通过:MAPE降幅=94.1%,0.021972307752037634,0.9886,True
energy|RegionC|carbon,gbm_quantile,energy,0.1767230837166992,通过:MAPE降幅=90.8%,0.06745396096939017,0.965,True
energy|RegionC|carbon,deep_lstm,energy,0.3649202511916578,通过:MAPE降幅=81.0%,0.05590294458844053,0.971,True
energy|RegionC|carbon,deep_tcn,energy,0.2314877607357704,通过:MAPE降幅=88.0%,0.3347626314919066,0.8261,True
energy|RegionC|carbon,tabpfn,energy,0.0409614655312716,通过:MAPE降幅=97.9%,0.05015995947644016,0.9739,True
energy|RegionD|carbon,lgbm_point,energy,0.0939350265209449,通过:MAPE降幅=95.1%,0.05265953767692343,0.9726,True
energy|RegionD|carbon,xgboost_point,energy,0.080082649845248,通过:MAPE降幅=95.8%,0.043732090679957224,0.9773,True
energy|RegionD|carbon,qrf_quantile,energy,0.3250852504333875,通过:MAPE降幅=83.1%,0.07655271574257794,0.9602,True
energy|RegionD|carbon,lgbm_quantile,energy,0.1169975504686826,通过:MAPE降幅=93.9%,0.042178618231406555,0.9781,True
energy|RegionD|carbon,gbm_quantile,energy,0.1816595876676605,通过:MAPE降幅=90.6%,0.06180451504451916,0.9679,True
energy|RegionD|carbon,deep_lstm,energy,0.335725964945527,通过:MAPE降幅=82.6%,0.08083799642794635,0.958,True
energy|RegionD|carbon,deep_tcn,energy,0.247795937027569,通过:MAPE降幅=87.1%,0.33437477581496255,0.8262,True
energy|RegionD|carbon,tabpfn,energy,0.0407927972417824,通过:MAPE降幅=97.9%,0.04898236140338694,0.9745,True
energy|RegionE|carbon,lgbm_point,energy,0.0960312611342426,通过:MAPE降幅=95.0%,0.04711179880562207,0.9755,True
energy|RegionE|carbon,xgboost_point,energy,0.0855327044333506,通过:MAPE降幅=95.6%,0.054437163995871396,0.9717,True
energy|RegionE|carbon,qrf_quantile,energy,0.3241552228690109,通过:MAPE降幅=83.1%,0.08831743591043027,0.9541,True
energy|RegionE|carbon,lgbm_quantile,energy,0.1088829870863795,通过:MAPE降幅=94.3%,0.037219683151343,0.9806,True
energy|RegionE|carbon,gbm_quantile,energy,0.1768122679375517,通过:MAPE降幅=90.8%,0.07488072579779678,0.961,True
energy|RegionE|carbon,deep_lstm,energy,0.3011509209581514,通过:MAPE降幅=84.3%,0.08580155635521375,0.9554,True
energy|RegionE|carbon,deep_tcn,energy,0.2062071855257681,通过:MAPE降幅=89.3%,0.305416151157108,0.8411,True
energy|RegionE|carbon,tabpfn,energy,0.0407377121889549,通过:MAPE降幅=97.9%,0.04646474891135527,0.9758,True
energy|RegionF|carbon,lgbm_point,energy,0.0951425605445919,通过:MAPE降幅=95.1%,0.05122071053014347,0.9734,True
energy|RegionF|carbon,xgboost_point,energy,0.0851288684850135,通过:MAPE降幅=95.6%,0.04371867499748108,0.9773,True
energy|RegionF|carbon,qrf_quantile,energy,0.3189303526107096,通过:MAPE降幅=83.4%,0.08303625876905138,0.9568,True
energy|RegionF|carbon,lgbm_quantile,energy,0.1124784162655108,通过:MAPE降幅=94.2%,0.022686519122101734,0.9882,True
energy|RegionF|carbon,gbm_quantile,energy,0.1643680379703032,通过:MAPE降幅=91.5%,0.06745826840724332,0.9649,True
energy|RegionF|carbon,deep_lstm,energy,0.2986814550963194,通过:MAPE降幅=84.5%,0.07222275113759136,0.9625,True
energy|RegionF|carbon,deep_tcn,energy,0.213249037689405,通过:MAPE降幅=88.9%,0.2172039918631181,0.8871,True
energy|RegionF|carbon,tabpfn,energy,0.0410603181168349,通过:MAPE降幅=97.9%,0.045919535582298096,0.9761,True
energy|RegionA|nonai,lgbm_point,energy,4.475590239877414,通过:MAPE降幅=7.6%,3.4457045384441933,0.2887,True
energy|RegionA|nonai,xgboost_point,energy,4.344831823580819,通过:MAPE降幅=10.3%,3.5519432841464775,0.2667,True
energy|RegionA|nonai,qrf_quantile,energy,4.354912089360911,通过:MAPE降幅=10.1%,3.2392230495500116,0.3313,True
energy|RegionA|nonai,lgbm_quantile,energy,4.419183689763762,通过:MAPE降幅=8.8%,3.1487650268864966,0.35,True
energy|RegionA|nonai,gbm_quantile,energy,4.293640284609209,通过:MAPE降幅=11.4%,3.415708238966425,0.2949,True
energy|RegionA|nonai,deep_lstm,energy,4.696518360051078,拒绝:MAPE降幅=3.0%(<5%),4.763956492395778,0.0165,False
energy|RegionA|nonai,deep_tcn,energy,5.120578367579171,拒绝:MAPE降幅=-5.7%(<5%),7.685518374721993,-0.5866,False
energy|RegionA|nonai,tabpfn,energy,4.1082474425842825,通过:MAPE降幅=15.2%,3.688377584878899,0.2386,True
energy|RegionB|nonai,lgbm_point,energy,4.274643712420527,通过:MAPE降幅=8.4%,4.827560323625683,-0.0342,False
energy|RegionB|nonai,xgboost_point,energy,4.25426554736594,通过:MAPE降幅=8.9%,4.722615109129871,-0.0117,False
energy|RegionB|nonai,qrf_quantile,energy,4.176304912099435,通过:MAPE降幅=10.5%,4.135093213837111,0.1141,True
energy|RegionB|nonai,lgbm_quantile,energy,4.261437266438234,通过:MAPE降幅=8.7%,4.383164633265206,0.061,True
energy|RegionB|nonai,gbm_quantile,energy,4.119532129038047,通过:MAPE降幅=11.7%,4.247669613116304,0.09,True
energy|RegionB|nonai,deep_lstm,energy,4.485497464437201,拒绝:MAPE降幅=3.9%(<5%),4.331824719935861,0.072,True
energy|RegionB|nonai,deep_tcn,energy,5.045028485482886,拒绝:MAPE降幅=-8.1%(<5%),5.146053282052892,-0.1024,False
energy|RegionB|nonai,tabpfn,energy,4.008410133452523,通过:MAPE降幅=14.1%,4.219074282512275,0.0961,True
energy|RegionC|nonai,lgbm_point,energy,4.248574388781135,通过:MAPE降幅=9.3%,4.523438961306661,0.0339,False
energy|RegionC|nonai,xgboost_point,energy,4.306147407515545,通过:MAPE降幅=8.0%,4.51927678962182,0.0348,False
energy|RegionC|nonai,qrf_quantile,energy,4.175065817359411,通过:MAPE降幅=10.8%,4.359844866413458,0.0689,True
energy|RegionC|nonai,lgbm_quantile,energy,4.155909813144132,通过:MAPE降幅=11.2%,4.329170825331693,0.0754,True
energy|RegionC|nonai,gbm_quantile,energy,4.10623743630978,通过:MAPE降幅=12.3%,3.7713111242460537,0.1945,True
energy|RegionC|nonai,deep_lstm,energy,4.5642714529598365,拒绝:MAPE降幅=2.5%(<5%),6.13970664331217,-0.3113,False
energy|RegionC|nonai,deep_tcn,energy,4.840644641934214,拒绝:MAPE降幅=-3.4%(<5%),6.762390793462261,-0.4443,False
energy|RegionC|nonai,tabpfn,energy,3.931130051234896,通过:MAPE降幅=16.0%,4.323817225012737,0.0765,True
energy|RegionD|nonai,lgbm_point,energy,12.197124459976326,通过:MAPE降幅=21.2%,7.7230153235466,0.5009,True
energy|RegionD|nonai,xgboost_point,energy,12.01079824946088,通过:MAPE降幅=22.4%,7.301006278314187,0.5281,True
energy|RegionD|nonai,qrf_quantile,energy,12.110055593519125,通过:MAPE降幅=21.7%,6.823177020407132,0.559,True
energy|RegionD|nonai,lgbm_quantile,energy,12.15132110885203,通过:MAPE降幅=21.5%,8.277500886397734,0.465,True
energy|RegionD|nonai,gbm_quantile,energy,11.867883027664789,通过:MAPE降幅=23.3%,6.844701828443663,0.5576,True
energy|RegionD|nonai,deep_lstm,energy,12.528433660397216,通过:MAPE降幅=19.0%,7.461089008841625,0.5178,True
energy|RegionD|nonai,deep_tcn,energy,12.87859895404256,通过:MAPE降幅=16.8%,9.2886803575353,0.3997,True
energy|RegionD|nonai,tabpfn,energy,11.402062765892127,通过:MAPE降幅=26.3%,7.42051978838925,0.5204,True
energy|RegionE|nonai,lgbm_point,energy,10.847015997785205,通过:MAPE降幅=14.9%,16.940294763939065,-0.3293,False
energy|RegionE|nonai,xgboost_point,energy,10.42247374814041,通过:MAPE降幅=18.2%,15.593941778795003,-0.2236,False
energy|RegionE|nonai,qrf_quantile,energy,10.80006678653472,通过:MAPE降幅=15.3%,15.452409183356588,-0.2125,False
energy|RegionE|nonai,lgbm_quantile,energy,11.049993781061405,通过:MAPE降幅=13.3%,16.469386443508498,-0.2923,False
energy|RegionE|nonai,gbm_quantile,energy,10.761526209178047,通过:MAPE降幅=15.6%,16.47621369081766,-0.2929,False
energy|RegionE|nonai,deep_lstm,energy,10.4384442600573,通过:MAPE降幅=18.1%,24.05266912039583,-0.8874,False
energy|RegionE|nonai,deep_tcn,energy,10.675059260589148,通过:MAPE降幅=16.2%,24.168934825667428,-0.8965,False
energy|RegionE|nonai,tabpfn,energy,9.687312290127588,通过:MAPE降幅=24.0%,13.481363893753532,-0.0579,False
energy|RegionF|nonai,lgbm_point,energy,8.865633043775896,通过:MAPE降幅=14.3%,15.682932959000247,-0.5156,False
energy|RegionF|nonai,xgboost_point,energy,8.662715402070159,通过:MAPE降幅=16.3%,16.303602164695977,-0.5755,False
energy|RegionF|nonai,qrf_quantile,energy,8.703512145052583,通过:MAPE降幅=15.9%,15.090171182606626,-0.4583,False
energy|RegionF|nonai,lgbm_quantile,energy,8.856212975027143,通过:MAPE降幅=14.4%,14.255533907069099,-0.3776,False
energy|RegionF|nonai,gbm_quantile,energy,8.65133796566915,通过:MAPE降幅=16.4%,14.60606960485249,-0.4115,False
energy|RegionF|nonai,deep_lstm,energy,9.09365449557746,通过:MAPE降幅=12.1%,16.898375823770007,-0.633,False
energy|RegionF|nonai,deep_tcn,energy,9.596331946121447,通过:MAPE降幅=7.3%,20.925388808446886,-1.0222,False
energy|RegionF|nonai,tabpfn,energy,8.183260446874316,通过:MAPE降幅=20.9%,13.463670237059855,-0.3011,False
